"","hpl4_a","hpl4_b","hpl4_c","hpl7_a","hpl7_b","hpl7_c","hpl8_a","hpl8_b","hpl8_c","lpl2_a","lpl2_b","lpl2_c","lpl6_a","lpl6_b","lpl6_c","lpl7_a","lpl7_b","lpl7_c","mpl4_a","mpl4_b","mpl4_c","mpl5_a","mpl5_b","mpl5_c","mpl9_a","mpl9_b","mpl9_c"
"lpl7_c_DN55_c0_g1_i3",2.17895284332804,13.5250709446789,0,0,0,17.1052900127177,1.74725341657185,0,0,0,0,0,0,0,2.67420457106869,1.95592954303552,0,14.8976584622212,0,0,11.1516424269091,4.69063359118869,0,0,0,0,0
"lpl7_c_DN2_c0_g1_i126",45.6202651259785,547.115330568003,6.6233398184018,52.7556818593245,298.661224667741,824.82234673778,166.154654563187,90.6117499185873,49.1375877359479,343.412426206664,435.540018831931,203.754576943946,61.0416364955079,2.59968997386775,380.484003907223,851.850276294606,1863.68520967673,778.24627521369,126.571194501789,390.160307280789,412.538764708617,128.397694660718,27.2287668970399,54.5332954471771,4.81447927964269,42.0707891314252,83.9753919349254
"lpl7_c_DN2_c0_g1_i146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0124252479004,0,0,0,0
"lpl7_c_DN36_c0_g1_i1",3.27076115248585,16.8875787573213,0,3.99033730234826,19.0766256761813,88.2877283955267,19.2312703776248,13.7844614125178,9.47561498880054,1.99939351853844,58.1084888436155,2.4604186962012,1.55374997745593,0.662897712913102,12.4876890180833,60.1925512997908,197.046371074699,89.5209165903106,8.26669402096097,28.2418672991498,69.6936456860232,17.950378048156,7.04984307836157,2.01672530597459,0,6.36251843392359,4.1464927695041
"lpl7_c_DN36_c0_g1_i2",5.46448024288235,26.8978549538043,0,0,42.027025561827,139.044144272409,25.7271288982781,13.8163036965039,0,0,52.763289064321,45.59327215785,9.74983233541159,0.67217016189729,33.9640346963637,128.662834045748,449.701412058643,111.166401487169,4.1174384093995,102.244939296195,94.8126489248149,0,0,0,0,0,14.900018439668
"lpl7_c_DN36_c0_g1_i3",0,0,0,0,0,11.359531255793,0,0,1.45305971319052,0,0,0,0.779151585066958,0,0.893593425647707,0,0,0,0,0,2.78810551473504,0,0,0,0,0,0
"lpl7_c_DN36_c0_g1_i7",0,0,0,0,3.5421451607177,22.814094671079,0,0,0,0,3.86109052899764,8.60720700476172,0.775887302437497,0,0,9.76997270787131,13.8711113863189,2.97811369974298,0,0,0,0,2.01484374232492,0,0.353912602492598,0,1.65958818812284
"lpl7_c_DN11_c0_g1_i11",100.243248262652,81.1362581181866,1034.09236795933,319.457974058935,70.7761360749933,552.982880168074,127.561690440439,276.419141789667,172.194211776594,62352.9241070912,7441.5264150934,9227.60957751884,2020.98273647838,797.003297842953,2471.22033763979,719.476485971079,13560.5149348713,1446.92987254179,100.294413222041,416.331538122346,917.233095089122,24.2284797096969,87.6363380321864,382.252564742476,69.4851913774529,146.371880605537,125.272345670557
"lpl7_c_DN11_c1_g1_i15",4.36846086479561,124.602403827241,23.6835565760649,5.79930268699555,101.157774011613,241.438511408586,98.0987812372081,44.6653892584303,19.620765427426,8.05230137057323,116.992481279337,39.4229348919975,22.1988572323925,5.35159296504728,49.1540863187655,243.019462157916,413.010878079361,452.550534603132,30.9175059438464,107.502248701972,150.547783165442,73.0238352354316,38.231868667236,22.1724621406947,1.05343836211743,14.5574453917011,14.0837312376907
"lpl7_c_DN11_c1_g1_i8",32.9537695315762,103.745838882747,305.215058868105,24.7381213951148,104.875619206523,118.919729939643,33.6063048670979,14.7003377286039,15.1806436052942,256.570126608469,205.507320346452,46.9222914835207,16.0385799353678,59.0267283148695,155.450289761739,95.7240592599606,389.782138880542,331.540329570497,136.446262848553,63.8556267857853,185.727945506344,56.9319230214117,84.5272851944358,54.4994191701499,13.904654421376,26.2381692945077,42.2211726368248
"lpl7_c_DN7_c0_g1_i11",0,60.8271706965297,10.8729437067303,1.53619363496394,28.288964885974,54.1377731864475,19.8085011127643,3.24272815769803,2.9171039982693,81.88114083327,21.2802349460784,111.925635613155,0.776556923203605,2.64713949120919,2.67512412078177,43.108622386008,2044.93462175543,1218.1707256758,4.13475259745381,41.1015369044456,39.0321700868663,17.183628289304,10.0723002728399,6.05091907331413,2.47361915191912,2.21568184177944,2.48843483818593
"lpl7_c_DN7_c1_g1_i11",696.383803986451,569.247796105511,668.089076249638,898.984868783395,658.11469542563,548.421835007324,624.27951084495,766.995471928859,764.193805021225,633.442341962063,549.93955194305,717.615078924303,933.488395205081,684.282368815075,625.943525190295,659.423036896261,629.122692337827,629.839686502365,658.577908018952,819.17957494266,616.084830676721,918.365245419394,753.854923308526,830.531268592633,990.443177470743,1342.7665351413,950.831132706368
"lpl7_c_DN84_c0_g2_i1",25.1430566961659,33.6066972313384,154.058235746333,5.78034043452633,13.2997965475883,53.8962501297788,22.2284126580099,3.25179626965884,7.97969622190666,206.31456118748,309.02508312616,156.503899047813,9.75332352373737,84.7634467968573,41.1200405023908,24.5539452840502,180.551211236278,360.813606303261,17.4956868291181,0,25.0946393960642,5.42174150759234,8.04750530639407,7.05595227355214,1.75040433723747,9.2974600625244,61.2527320934707
"lpl7_c_DN28_c0_g1_i4",20.8648565996671,33.4590138010908,404.297161458859,17.4973031657341,115.312767532165,229.392838697093,63.666769303216,4.9007863657964,15.9051158457651,12.3097805338998,33.2873972704659,8.64666580668425,8.21268568204115,55.5960992419253,55.3888716852581,28.1121878718108,80.778711361069,54.493627847243,164.126792628732,58.7397000114342,249.569489907405,75.3958748523029,88.5225524710655,35.335208110665,15.6512047382204,20.5625399530807,37.2550832961167
"lpl7_c_DN92_c1_g1_i1",0,0,0,0.60423726713403,2.7820326337911,5.6634886846565,3.53146920481816,18.7702586597989,12.2989420752741,4.08975348866241,58.750364327786,4.93844348861126,0.781425928778338,0,9.83077432224982,5.34593541689449,11.8539542475112,15.1107788181949,0,0,8.33266421772523,1.54070834391305,3.01791068346194,17.1516407718147,0,3.25338614560193,2.48351890979343
"lpl7_c_DN4_c0_g2_i1",3.26623354945865,0,6.55388955198405,3.38993449291656,2.12829469049472,5.707578348285,1.16418500208314,1.62042876988758,0,113.420223192077,146.464190843375,3.68773811460548,0.775356363512589,16.4544195237617,65.0328510685156,18.8429595779447,934.984642786052,1334.2680845965,9.31350379923342,0,2.78780345975028,1.56617909853396,0,0,0.354361214269198,0.834072827699936,0
"lpl7_c_DN64_c0_g1_i2",2.19776573917341,130.51112183447,0,1.2066317028788,42.3671185022452,22.6485628641807,7.0772777815496,0,0,0,9.78892078920333,6.1759684968139,0,1.3567718885422,8.04243406176378,95.0002891272868,26.1443418955607,31.7911395978137,5.12745209002775,25.5470992311875,24.9465029443718,3.8446433572362,2.01265259586459,1.0094025533126,0.868939579754762,0,7.45291315699813
"lpl7_c_DN64_c0_g1_i9",0,6.7492731617232,0,0.919420675427148,12.6975851879546,0,3.49829825603152,0,0,96.1569813298254,5.82064679389797,7.38326816681518,2.72132244282167,0,2.67734024248108,5.90465980178926,48.7637720514505,7.46953864571724,0,0,0,0,1.00695890620118,15.1226603949066,1.76270545726573,1.10436053157048,0
"lpl7_c_DN24_c0_g2_i4",6.53078642004932,57.5704050741262,56.8663962090557,4.31778156705292,38.3394615560896,57.0983276785357,27.3525027364238,95.5900081627657,138.136835046294,1057.63091368452,1053.12893405099,1842.34279707299,3.87530421067116,70.3262866949071,321.526173225587,84.3549683385242,18867.3160452744,14448.2730815751,20.7025313946336,69.5129559113756,89.2085359078273,39.9635936318769,85.6542591567537,101.910101614987,34.0426593766417,26.1595754476096,34.8693197781113
"lpl7_c_DN49_c0_g1_i6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37711270492532,3.0280535554307,0,0,0,0,0,0,0.173748372911282,0,0
"lpl7_c_DN49_c0_g1_i8",30.526819313165,27.0205492544488,15.2010316788143,24.8635634875887,53.6986988349877,82.5929312010687,32.6346305266206,21.8928442389055,28.4272905091392,35.9878946997297,166.571759994152,67.6611289220547,21.363768732596,10.605823416364,122.19992907015,77.1997141628249,150.678224635443,135.77049077775,54.7674118581218,51.3496870946742,36.2406858938843,30.4383164270502,27.1923488608552,26.2175331884575,6.7084840876317,19.3648640943125,33.1721646717502
"lpl7_c_DN6_c0_g1_i12",8743.63360667697,2979.24583282184,11506.8172427464,3980.01532570253,7288.59620099366,6140.49004150553,4270.28599390082,7415.64255551149,7430.06292104747,28453.715396364,32301.1202481329,43010.4777359385,1648.17403649939,4024.8626369079,15021.1703861779,4438.59696113584,327481.725861379,213630.29509934,4006.45618353698,2817.70034264207,8416.89275601736,3222.69699602609,3248.42360730124,5721.16911199368,2500.89641257542,1140.81663193303,4925.14580627196
"lpl7_c_DN6_c0_g1_i22",0,13.6091164567654,0,0,0,0,0,0,0,0,0,11.0418592284211,0,0,0,0,70.909159535999,11.8170251151407,0,0,0,0,0,0,0,9.84306660205622,0
"lpl7_c_DN6_c0_g1_i25",5.42749750370513,0,0,1.24366729539036,6.44300242439547,25.8005875937415,7.54844029252569,3.23482524005631,0,3.93851740235333,7.62282404758959,3.68081296115809,4.63169233576392,0,0,13.4365794997066,18.3036540040271,42.8447280835792,0,7.76005806651012,0,4.73387796539688,0,0,0.357247567980849,2.8114394044936,2.49542179615776
"lpl7_c_DN6_c0_g1_i4",8.69567371027824,132.377555749999,83.6315180457135,4.9549249871637,123.345791915734,237.457232861115,103.471416061672,18.6159723560654,0,3331.71047146317,1875.05986421051,7980.65346702055,7.73479025566453,185.92460662447,750.776512480834,206.161231849448,113212.555578967,100059.084936713,66.3477544942499,69.6795506899356,359.593570571796,117.163473939279,20.1643473809298,1.00958859447458,9.61065032967002,0,33.2413586780995
"lpl7_c_DN6_c0_g1_i6",33.6461113143187,0,199.389518536549,21.1504482553131,17.9042505264504,346.942110483183,71.4121122138792,37.1974400575684,18.3580087775898,9629.29858878096,13744.9477154306,25797.9160299608,33.1874499837045,547.583748223345,3417.52244211447,258.962874882109,482912.466846492,249616.83067512,75.7978489944033,134.537524283974,585.32856700304,104.968270492147,53.4637069788673,24.2444887027643,7.32614279472165,5.06303923170363,45.7534714721402
"lpl7_c_DN3_c0_g1_i5",0,0,6.32864465222077,0,0,0,0,0,0,0,0,1.23508141702296,0.390916248863307,2.71265255125599,3.57447629283311,0,14.2371083393196,10.5849068151857,4.10333342866446,0,5.55016988090442,0,0,0,0.174048200678155,0.270809284234859,0.82775805850979
"lpl7_c_DN3_c0_g1_i6",0,3.34919578655068,0,0.302651848970964,0,2.83381590325319,1.76273363886922,1.63062503997995,1.44768208710874,8.1530864756243,13.7274203547545,0,0.390474465544972,0.6763505145702,2.68143764534245,0,18.9168361434955,22.6332000779833,0,5.10777032972371,0,0,1.00574917186135,1.00823749470128,0,1.08688389544289,0
"lpl7_c_DN32_c0_g1_i2",27.2795568891746,118.02122648078,203.197040111769,11.3234079896661,91.5713374419568,273.003158676935,61.2497175067513,30.832559463104,34.2023667578214,314.96823583524,186.605579530731,75.0906542688386,24.8986177905257,73.9883965918813,131.257615774899,157.165930696329,925.667107595117,321.580006705359,63.9821117090167,92.2713584160161,122.647003921901,52.9379760028976,42.2794973381234,57.4577194276088,7.39312942098798,12.6772790911831,38.9523849581838
"lpl7_c_DN32_c0_g1_i7",0,0,0,0.305760435060962,9.85329048800896,2.84267827964969,2.91756635805508,11.3621325453459,1.45479361801487,0,17.5098970052817,7.3877679297078,1.94617936630949,0,4.46564359540039,15.803570384243,30.264882499521,22.450509099844,0,15.3716331404142,19.513307677871,6.22375340330339,2.01267104414502,0,0,2.20229953116754,3.31461190228436
"lpl7_c_DN17_c0_g1_i1",762.444086007021,37.2977777327785,1292.57543810826,263.350261212886,39.1380170047164,108.610099331826,20.3562972526057,336.840671880145,285.395995641519,65426.2884217827,18544.0445910751,1979.07334928292,748.271637397666,4499.13186377763,6656.74474223752,2036.73917973283,85914.6275110752,5402.02665930549,590.500643768898,51.5576030811719,105.93074669807,20.4118861057821,403.192690746365,450.158512650664,70.7112925662525,78.1398538441919,308.175696888233
"lpl7_c_DN17_c4_g1_i5",18.596527952283,0,19.2317156431113,4.86367593526487,25.8799908443425,51.0542371373426,14.6337476438216,6.50680362025146,9.42658098857646,8.09898097228738,48.9244188757675,0,2.34167704071716,3.36634313707963,43.8175764078463,51.1677340366628,216.048693134126,124.803810548745,28.8035790353225,30.6556917007035,64.1345062663967,27.8650281793598,15.0866989590891,11.0893243627104,1.39943196056835,10.1064704687744,23.9983569608568
"lpl7_c_DN1412_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,1.95206161544598,0,0,0,0,0,2.33777470069048,22.5079530579021,0,0,0,0,0,0,0,0,0
"lpl7_c_DN1533_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,3.91567478681674,1.23183511956103,0,0,0,0,7.06161455040543,25.5883814888563,0,0,0,0,0,0,0,0,0
"lpl7_c_DN11893_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5529329303662,0,0,0,0,0,0,0,0,0
"lpl7_c_DN1185_c0_g2_i2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1072668915676,69.7382656873417,0,0,0,0,0,0,0,0,0
"lpl7_c_DN18686_c0_g1_i1",3.27531567845093,3.36870423948987,0,2.74878814271625,14.7631679679937,2.84126008080365,3.50251202276481,2.43572015959145,3.63464107163488,2.01134025803006,17.5348550904865,7.39073646299443,3.50440672906428,9.35857706134996,1.78688078630371,2.63891155823792,0,29.9591614697589,1.03088157992885,0,2.78768312184027,13.2133665743051,1.00612357510306,1.00793943405042,0.702756333717566,2.19915347849098,6.62820231416511
"lpl7_c_DN18263_c0_g1_i2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.2490842224118,0,0,0,0,0,0,0,0,0
"lpl7_c_DN7097_c0_g1_i1",0,0,0,0,0,0,0,0,0,2.052336480184,0,0,0,0,0,0,2.37656755119831,24.2281380149881,0,0,0,0,0,0,0,0,0
"lpl7_c_DN219_c0_g2_i1",0,0,6.44769313694306,0,9.82651330142931,17.0367624166568,3.50498527245337,1.62448049085047,5.08441034630967,34.260830172641,7.80772932175942,2.46453677065116,0.389594098985034,1.3398180763621,0,9.25787778662384,11.680391179616,50.9893310386352,2.06066937297148,12.7925470406895,36.2436688823577,0.776329173186076,3.01830616414559,6.04708053071034,1.92985297597098,1.64603038398088,0.828244255930226
"lpl7_c_DN216_c0_g1_i9",0,0,0,0,0,0,0,0,0.729753719739507,0,9.66057644343421,0,0,0,0,0,2.31336031316422,1.48979174723066,0,0,0,0,0,0,0,0,0
"lpl7_c_DN271_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35546048468926,30.100370395122,0,0,0,0,0,0,0,0,0
"lpl7_c_DN212_c0_g1_i3",0,0,2.18279471436433,0,0.709027628817965,0,0,0,0,11.9467999771938,9.64261195716104,17.2114483993251,0,0,2.67303136952864,0,16.1693788365685,47.6196438376345,0,0,0,0,0,0,0,0,0
"lpl7_c_DN212_c0_g1_i5",0,0,0,0,0.714791719528643,0,0,0,0,9.86357483616737,1.90930531184943,28.2286497294855,0,1.29891304100883,9.77760381942506,0.641495169105274,82.4915343196597,285.4670583787,0,0,0,0.78798101613087,0,0,0,0,0
"lpl7_c_DN268_c0_g1_i7",24.0019483542247,53.9659572552633,175.21645489588,12.8594362408502,25.3700081682688,139.376869009049,94.4855594954403,17.8498718935232,23.2925036249668,8.020695634024,52.4557166387317,36.9257175268499,47.8401440077742,156.504431068407,138.378797189886,20.370199745914,25.5709356852258,118.117088833072,480.976412218313,17.9463036857596,624.374530939821,222.736099121265,169.140185765301,94.759618409028,32.7546984034145,62.5955519004223,138.418676229968
"lpl7_c_DN235_c1_g1_i2",0,0,0,0,0,0,0,1.62300293891415,0,2.00733873720315,0,0,0.778315377928147,0,0,1.97434965450681,0,14.9625441708666,0,0,0,0,0,0,0,0,0
"lpl7_c_DN8742_c0_g1_i1",0,0,0,0,0,0,0,0,0,1.97159102429327,0,2.45440895080663,0,0,0,0,6.87090536879277,100.54150775954,0,0,0,0,0,0,0,0,0
"lpl7_c_DN8801_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,2.4583468446288,0,0,0,0,4.61588424208365,31.2302853835876,0,0,0,0,0,0,0,0,0
"lpl7_c_DN8768_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,2.47047594476693,0,0,0,0,2.37584445179615,10.5959831925195,0,0,0,0,0,0,0,0,0
"lpl7_c_DN8781_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,1.9571605073967,1.2346314810339,0,0,0,0,7.12970265359492,7.57129312968378,0,0,0,0,0,0,0,0,0
"lpl7_c_DN11001_c0_g1_i1",0,0,2.13278489944749,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7061062247614,13.5456035756036,0,0,0,0,0,0,0,0,0
"lpl7_c_DN10982_c0_g1_i1",0,0,0,0,0,0,0,0,0.726215415627647,0,0,0,0,0,0,0,2.33777470069048,31.511134281063,0,0,0,0,0,0,0,0,0
"lpl7_c_DN10999_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.24840747651417,28.2943871707116,0,0,0,0,0,0,0,0,0
"lpl7_c_DN6267_c0_g3_i1",1.09177189281698,26.9496339159189,0,4.58131357119374,9.84211197866249,48.301421373662,7.58877604932376,8.11906719863816,2.18078464298093,4.02268051606012,25.3281240195916,17.245051746987,7.39819198358014,0,30.376973367163,21.7710203554628,67.6116727799197,44.9387422046384,13.401460539075,12.8021740653874,11.1507324873611,5.44079800118443,7.0428650257214,0,0.175689083429391,4.12341277217059,10.7708287605183
"lpl7_c_DN695_c0_g1_i6",0,0,0,0,0,0,0.580917451665602,0,0,5.91908872738539,1.90963300001861,4.90947362657376,0,0,0,0.641646257176362,38.9597107874175,159.759916256675,0,0,0,0,0,0,0,0,0
"lpl7_c_DN628_c0_g1_i3",0,0,127.384185511624,0,0,0,4.1115552980116,1.62986315462152,0,14.2608704988963,5.88235550644986,0,0,0.676420739705645,2.68266277731633,0,77.9713065323451,54.283807439815,1.02703454896582,0,19.455802582145,0.77184345523293,0,2.0159543277569,0.174403895132907,0.543695104770732,0
"lpl7_c_DN657_c0_g1_i1",114.229970853014,294.877472811944,10.9611563366421,14.5174940226426,61.1543339167268,91.4287547310553,197.785064403918,92.3206900630627,27.065638411392,45.6427377498083,24.9801834680638,30.7163613070464,9.68091759125073,247.097778553141,39.1707705117907,111.311088646481,52.9742924360358,38.6063806887401,365.603365579028,162.341024019486,44.6029979978168,178.107190945579,148.160570748329,259.371281045423,12.0736787120933,29.5557757327887,273.243075394443
"lpl7_c_DN641_c0_g1_i1",0,57.5391368106533,6.55191299779577,0.616228606679967,14.895018055623,37.0954516072864,13.3888697828517,1.62049598487909,3.65244328365569,0,9.63824498994569,6.14648716194776,0,0,1.78182927059012,40.9490120383233,90.053849018548,31.2418342629499,0,10.2923910190797,16.7268767526132,7.82957025350948,3.02272086661429,0,0.177148173020028,0.833863312863468,1.66005913371077
"lpl7_c_DN641_c0_g1_i7",2.19244359042631,261.113554107646,0,4.83722676549421,99.5542272049061,2.83348598912874,3.52825362943925,2.44720030467245,0,0,3.91879763228998,12.3394121953466,1.9524579365607,0,14.2998502702213,172.969783451089,21.3165482277421,21.1413200741468,5.13247223272608,25.5358431547855,22.2203678785321,0.771116468867494,2.01159922189809,2.0173853733266,0,0,3.31025571695621
"lpl7_c_DN626_c0_g1_i1",0,0,0,0,0,0,0,0,0,9.85088492875512,0,17.1786000506272,0,0,0.88857356395019,0,43.488723023016,242.368423233077,0,0,0,0,0,0,0,0,0
"lpl7_c_DN5752_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,3.90315693314953,3.69654090646573,0,0,0,0,4.6710404331329,23.9906319749996,0,0,0,0,0,0,0,0,0
"lpl7_c_DN1761_c0_g1_i1",0,0,0,0,0,0,0,0,0,5.98072022475835,0,4.91862311395657,0,0,0.891289180333708,0,16.1864844063988,29.7860235626417,0,0,0,0,0,0,0,0,0
"lpl7_c_DN1733_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,1.23489892385148,0,0.678247273446119,0.89319988527486,0,0,13.6175692551269,0,0,0,0,0,0,0,0,0
"lpl7_c_DN1785_c0_g1_i9",9.85155333290692,16.7714000946725,14.9027864557956,11.222977904434,6.28279709861585,14.1753640427335,11.1431082631875,17.0918258139105,20.2921375849424,14.2221045702846,11.7588394175237,6.1614520047401,6.24393802604651,6.75146429094278,6.26060757495138,6.6629191086341,21.2102009817544,6.02188536074655,11.3076176982157,22.9843038900142,2.78509726377518,10.0468277904797,10.0543065556104,7.05650659119953,10.1255206281108,12.8030502629421,9.92999455202712
"lpl7_c_DN16310_c0_g1_i1",0,0,0,0.303847056740844,0,0,0,0,0,0,1.95724801812046,2.46456978588023,0,0,0,0,7.04980223222869,19.5519479053319,0,0,0,0,0,0,0,0,0
"lpl7_c_DN16351_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55722965035326,0,0,0,0,0,0,0,0,0
"lpl7_c_DN5903_c1_g1_i1",0,0,0,0,0,0,0,0,0,6.03802164103344,0,3.69566392950123,0,0,0,0,11.664871135318,38.9592985299323,0,0,0,0,0,0,0,0,0
"lpl7_c_DN5975_c0_g1_i1",0,0,0,0,0,0,0,0,0,1.99479630966817,0,1.22979852807585,0,0,0,0,0,23.8384102352607,0,0,0,0,0,0,0,0,0
"lpl7_c_DN5970_c0_g1_i1",0,0,0,0,0,0,0,0,0,2.00296291290177,0,6.15256386761081,0,0.664707981742331,0,0,30.18309861842,20.912632704759,0,0,0,0,0,0,0,0,0
"lpl7_c_DN9997_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37163418231934,7.5582917785059,0,0,0,0,0,0,0,0,0
"lpl7_c_DN14759_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,1.9547067288484,1.23213036134925,0,0,0,0,7.02826742492056,37.5598744730865,0,0,0,0,0,0,0,0,0
"lpl7_c_DN1331_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,2.4646729402907,0,0,0,0,9.3456203977365,25.497488616903,0,0,0,0,0,0,0.175431008468694,0,0
"lpl7_c_DN1354_c0_g2_i2",0,0,40.6194218872164,0,0,0,1.17028269227726,0.813095172961423,5.07644659307924,6.07107104537407,43.0535930995995,14.7871748797992,0,0,1.78802921507653,0,4.69381143856802,16.5413759471881,3.08681375724876,0,5.57707539654576,0.774221959815426,1.00588781769788,2.01591550993819,0.349927379280932,0.819784783412902,1.65502214095172
"lpl7_c_DN15029_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889888926013948,0,2.30015105741633,35.6006521410473,0,0,0,0,0,0,0,0,0
"lpl7_c_DN15013_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,2.46425289973523,0,0,0,0,4.68691287188131,12.0218796689841,0,0,0,0,0,0,0,0,0
"lpl7_c_DN15076_c0_g1_i1",0,0,0,0,0,0,0,0,0,4.09002187632241,0,1.23475020302151,0,0,0.893648729725454,0,4.74082250724669,15.1120171483208,0,0,0,0,0,0,0,0,0
"lpl7_c_DN13844_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,2.46399811998644,0,0,0,0,2.35468264143196,16.5541548607556,0,0,0,0,0,0,0,0,0
"lpl7_c_DN2130_c0_g1_i1",1.09499464031579,0,0,0.606313973384638,0.697566408044156,2.83463386922486,0.586745846088884,1.62828367882091,0,91.5056955892584,17.6369987279141,12.3261126974556,15.225933671637,13.5075649796594,9.8385240860848,4.6660892656196,9.42972618581833,16.5637206727781,1.02764672261584,0,0,0.772416438937523,0,0,0.523611091294047,0,3.31045353666795
"lpl7_c_DN2130_c0_g1_i9",2.19277522425002,3.34821768247467,2.11828549305363,0.604735992691158,5.57023046722553,2.83377037956246,4.70372564472255,1.63114899911426,0,0,15.6773222434392,13.5709231468886,1.56186767469849,0,11.6164919346411,12.0232608594457,37.8821369894976,40.7607880433437,4.10607002717681,12.7672834558379,0,6.94074137385684,2.01152733201833,1.00856413358442,0,0.814528729706481,3.31046065728323
"lpl7_c_DN9191_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.4606532383308,0,0,0,0,0,0,0,0,0
"lpl7_c_DN9135_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,3.69689487067175,0,0,0,0,2.33684366828388,16.5007426434205,0,0,0,0,0,0,0,0,0
"lpl7_c_DN9168_c0_g1_i1",0,0,0,0.306426411822012,0,0,0,0,0,0,0,6.15298323402645,0,0,1.78499867435598,0,4.64499176046544,28.3880817247628,0,0,0,0,0,0,0,0,0.828991660875205
"lpl7_c_DN853_c0_g1_i12",9.86694833207502,10.0461778080383,6.35560470118001,8.16406267750558,8.35624517448002,8.50191774859264,15.8740727603353,11.4211565207642,6.51372901680083,8.16502900060237,11.7592453312472,13.5706286717783,14.0589290382173,14.8996623118984,2.68040152074026,5.34356266060695,7.10273451553905,19.6282011601748,13.3434694492843,28.0858482255071,5.55562784715725,9.25417057023912,16.089844782029,8.06726968566924,11.4999994751202,17.6491971568095,3.31002390336973
"lpl7_c_DN830_c0_g1_i1",44.6925913176638,91.2170776436042,17.3845225211944,57.4269870629602,31.1030900971325,8.54603920316613,45.4490579137642,47.0241555141711,45.2033708752398,7.99284554611621,25.1643783230255,24.6014601810678,62.5275171929158,37.0886636707535,48.1591613644642,49.6810173142156,30.1210830979261,58.1712249491501,28.9383602072047,15.4089097009462,13.9402059580636,29.6691522384236,36.2582221122643,35.294782365742,52.2771460197882,70.5836443015647,36.4930509457087
"lpl7_c_DN13091_c0_g1_i1",0,0,0,0,0,0,0,0.81264415665183,0,0,0,1.23215286911206,0,0,0,0,7.02290820702999,24.0305588623825,0,0,0,0,0,0,0,0,0
"lpl7_c_DN13092_c0_g1_i1",35.030096705268,6.70855547886261,14.9016856194498,9.09941555714764,22.3380749650835,22.6807405301435,11.7304088245055,8.13945544496597,14.4944126229015,16.2560564302031,9.80031105021053,11.0912291233503,4.29268737838163,7.42664698123276,8.94191582350863,15.3232210811801,2.35633626233704,13.5505912140004,15.4196680016755,22.9843468615271,13.926044543964,20.0932391213783,18.0983286559108,35.2807804321084,7.68122208215063,6.53738497939724,14.0678496602582
"lpl7_c_DN12095_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6234069618107,0,0,0,0,0,0,0,0,0
"lpl7_c_DN9087_c0_g1_i1",0,0,2.17273236052772,0,0,0,0,0,0,0,0,1.2301094065665,0,0,0.891871999307681,0,11.5863873334648,29.8314562268652,0,0,0,0,0,0,0,0.276763603070974,0
"lpl7_c_DN9072_c0_g1_i1",0,0,0,0,0,0,0,0,0,2.02307522693385,1.95623906953705,0,0,0,0,0,7.0382238081037,15.0361716601808,0,0,0,0,0,0,0,0,0
"lpl7_c_DN9023_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,1.2310035979241,0,0,0,0,4.65177130467423,19.4449294143528,0,0,0,0,0,0,0,0,0
"lpl7_c_DN14584_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54788245342104,0,0,0,0,0,0,0,0,0
"lpl7_c_DN4356_c0_g1_i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01504721001578,22.5121068114814,0,0,0,0,0,0,0,0,0
"lpl7_c_DN4356_c0_g2_i1",0,0,0,0,0,0,0,0,0,0,0,1.23140871562981,0,0,0,0,11.6445388990942,65.8671346968692,0,0,0,0,0,0,0,0,0
